units,weekInYearNum,overallWeekNum,totalCost,storeNum,productNum,isFeature,isDisplay
1,1,1,1.09,1,8,FALSE,FALSE
1,1,1,1.09,1,8,FALSE,FALSE
3,1,1,2.67,1,9,FALSE,FALSE
2,1,1,1.78,1,9,FALSE,FALSE
2,1,1,1.78,1,9,FALSE,FALSE
1,1,1,0.89,1,9,FALSE,FALSE
1,1,1,0.89,1,9,FALSE,FALSE
2,1,1,1.78,1,9,FALSE,FALSE
2,1,1,1.78,1,10,FALSE,FALSE
1,1,1,0.89,1,11,FALSE,FALSE
2,1,1,1.78,1,11,FALSE,FALSE
2,1,1,1.78,1,11,FALSE,FALSE
2,1,1,1.78,1,11,FALSE,FALSE
4,1,1,3.56,1,12,FALSE,FALSE
2,1,1,1.78,1,12,FALSE,FALSE
2,1,1,1.98,1,14,FALSE,FALSE
1,1,1,0.99,1,15,FALSE,FALSE
1,1,1,1.15,1,17,FALSE,FALSE
4,1,1,4.6,1,17,FALSE,FALSE
2,1,1,2.3,1,17,FALSE,FALSE
1,1,1,0.99,1,18,FALSE,FALSE
1,1,1,0.99,1,18,FALSE,FALSE
1,1,1,0.99,1,18,FALSE,FALSE
1,1,1,0.99,1,19,FALSE,FALSE
2,1,1,1.98,1,19,FALSE,FALSE
2,1,1,2.78,1,69,FALSE,FALSE
2,1,1,2.78,1,69,FALSE,FALSE
1,1,1,1.39,1,69,FALSE,FALSE
2,1,1,2.78,1,71,FALSE,FALSE
1,1,1,1.39,1,72,FALSE,FALSE
2,1,1,1,1,87,FALSE,TRUE
3,1,1,1.5,1,87,FALSE,TRUE
2,1,1,1,1,87,FALSE,TRUE
2,1,1,1,1,87,FALSE,TRUE
1,1,1,0.79,1,88,FALSE,FALSE
3,1,1,0.99,1,99,FALSE,TRUE
6,1,1,1.98,1,99,FALSE,TRUE
3,1,1,0.99,1,99,FALSE,TRUE
3,1,1,0.99,1,99,FALSE,TRUE
3,1,1,0.99,1,99,FALSE,TRUE
1,1,1,0.34,1,99,FALSE,TRUE
2,1,1,1.58,1,101,FALSE,FALSE
3,1,1,3.21,2,9,FALSE,FALSE
1,1,1,1.07,2,15,FALSE,FALSE
1,1,1,0.87,2,19,FALSE,FALSE
2,1,1,2.26,2,20,FALSE,FALSE
2,1,1,1.7,2,79,FALSE,FALSE
2,1,1,1.66,2,79,FALSE,FALSE
4,1,1,2.2,2,99,FALSE,FALSE
1,1,1,0.55,2,99,FALSE,FALSE
2,1,1,1.66,3,6,FALSE,FALSE
1,1,1,0.83,3,6,FALSE,FALSE
1,1,1,0.93,3,8,FALSE,FALSE
1,1,1,0.93,3,9,FALSE,FALSE
2,1,1,1.86,3,10,FALSE,FALSE
1,1,1,0.93,3,10,FALSE,FALSE
1,1,1,0.93,3,11,FALSE,FALSE
3,1,1,2.79,3,11,FALSE,FALSE
1,1,1,0.93,3,13,FALSE,FALSE
1,1,1,0.93,3,14,FALSE,FALSE
1,1,1,0.93,3,17,FALSE,FALSE
2,1,1,1.86,3,17,FALSE,FALSE
1,1,1,0.93,3,17,FALSE,FALSE
1,1,1,0.79,3,19,FALSE,FALSE
2,1,1,1.58,3,19,FALSE,FALSE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
1,1,1,0.5,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
4,1,1,2,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
1,1,1,0.5,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
6,1,1,3,3,42,FALSE,TRUE
4,1,1,2,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1,3,42,FALSE,TRUE
2,1,1,1.54,3,76,FALSE,FALSE
3,1,1,2.31,3,76,FALSE,FALSE
1,1,1,0.65,3,78,FALSE,FALSE
2,1,1,1.26,3,78,FALSE,FALSE
2,1,1,1.26,3,78,FALSE,FALSE
1,1,1,0.65,3,79,FALSE,FALSE
2,1,1,1.26,3,79,FALSE,FALSE
4,1,1,2.6,3,79,FALSE,FALSE
1,1,1,0.63,3,79,FALSE,FALSE
2,1,1,1.26,3,79,FALSE,FALSE
2,1,1,1.3,3,79,FALSE,FALSE
3,1,1,1.89,3,79,FALSE,FALSE
2,1,1,1.3,3,79,FALSE,FALSE
1,1,1,0.65,3,79,FALSE,FALSE
1,1,1,0.65,3,79,FALSE,FALSE
2,1,1,1.26,3,79,FALSE,FALSE
2,1,1,1.3,3,79,FALSE,FALSE
1,1,1,0.65,3,79,FALSE,FALSE
2,1,1,1.26,3,79,FALSE,FALSE
2,1,1,1.26,3,79,FALSE,FALSE
2,1,1,1.3,3,81,FALSE,FALSE
2,1,1,1.26,3,81,FALSE,FALSE
2,1,1,1.3,3,81,FALSE,FALSE
1,1,1,0.63,3,81,FALSE,FALSE
2,1,1,1.26,3,81,FALSE,FALSE
1,1,1,0.65,3,81,FALSE,FALSE
1,1,1,0.65,3,81,FALSE,FALSE
1,1,1,0.59,3,87,FALSE,FALSE
1,1,1,0.59,3,87,FALSE,FALSE
2,1,1,1.18,3,87,FALSE,FALSE
1,1,1,0.79,3,88,FALSE,FALSE
2,1,1,1.58,3,88,FALSE,FALSE
2,1,1,1.58,3,88,FALSE,FALSE
2,1,1,1.58,3,88,FALSE,FALSE
2,1,1,1.58,3,88,FALSE,FALSE
1,1,1,0.79,3,88,FALSE,FALSE
1,1,1,0.65,3,89,FALSE,FALSE
1,1,1,0.63,3,89,FALSE,FALSE
2,1,1,1.26,3,89,FALSE,FALSE
2,1,1,1.3,3,89,FALSE,FALSE
4,1,1,2.6,3,89,FALSE,FALSE
2,1,1,1.3,3,89,FALSE,FALSE
2,1,1,1.26,3,89,FALSE,FALSE
2,1,1,1.26,3,89,FALSE,FALSE
2,1,1,1.3,3,89,FALSE,FALSE
1,1,1,0.65,3,89,FALSE,FALSE
2,1,1,1.26,3,89,FALSE,FALSE
2,1,1,1.26,3,89,FALSE,FALSE
1,1,1,0.65,3,89,FALSE,FALSE
1,1,1,0.65,3,89,FALSE,FALSE
1,1,1,0.65,3,89,FALSE,FALSE
1,1,1,0.65,3,91,FALSE,FALSE
1,1,1,0.65,3,91,FALSE,FALSE
2,1,1,1.26,3,91,FALSE,FALSE
1,1,1,0.65,3,91,FALSE,FALSE
1,1,1,0.65,3,91,FALSE,FALSE
1,1,1,0.77,3,97,FALSE,FALSE
1,1,1,0.77,3,97,FALSE,FALSE
1,1,1,0.77,3,97,FALSE,FALSE
2,1,1,1.02,3,99,FALSE,FALSE
2,1,1,1.02,3,99,FALSE,FALSE
2,1,1,1.7,3,102,FALSE,FALSE
1,1,1,0.71,3,103,FALSE,FALSE
2,1,1,2.18,4,9,FALSE,FALSE
1,1,1,0.79,4,77,FALSE,FALSE
1,1,1,0.79,4,79,FALSE,FALSE
2,1,1,1.78,4,85,FALSE,FALSE
2,1,1,1.58,4,89,FALSE,FALSE
2,1,1,2.18,6,5,FALSE,FALSE
1,1,1,1.09,6,11,FALSE,FALSE
2,1,1,2.18,6,11,FALSE,FALSE
1,1,1,0.93,6,76,FALSE,FALSE
2,1,1,1.74,6,77,FALSE,FALSE
2,1,1,1.5,6,79,FALSE,FALSE
3,1,1,2.25,6,79,FALSE,FALSE
2,1,1,1.5,6,81,FALSE,FALSE
2,1,1,1.14,6,87,FALSE,FALSE
1,1,1,0.5,6,99,FALSE,FALSE
2,1,1,1,6,99,FALSE,FALSE
1,1,1,0.81,6,103,FALSE,FALSE
1,1,1,0.95,7,9,FALSE,FALSE
1,1,1,0.95,7,15,FALSE,FALSE
2,1,1,1.86,7,19,FALSE,FALSE
2,1,1,1.86,7,19,FALSE,FALSE
1,1,1,0.65,7,74,FALSE,TRUE
2,1,1,1.3,7,74,FALSE,TRUE
1,1,1,0.69,7,77,FALSE,FALSE
1,1,1,0.68,7,79,FALSE,FALSE
1,1,1,0.79,7,79,FALSE,FALSE
2,1,1,1.58,7,81,FALSE,FALSE
2,1,1,1.58,7,81,FALSE,FALSE
1,1,1,0.65,7,85,FALSE,FALSE
2,1,1,1.3,7,85,FALSE,FALSE
3,1,1,1.95,7,85,FALSE,FALSE
2,1,1,0.88,7,87,TRUE,FALSE
2,1,1,0.88,7,87,TRUE,FALSE
3,1,1,1.32,7,87,TRUE,FALSE
2,1,1,0.88,7,87,TRUE,FALSE
1,1,1,0.65,7,88,FALSE,TRUE
2,1,1,1.3,7,88,FALSE,TRUE
1,1,1,0.65,7,88,FALSE,TRUE
2,1,1,1.3,7,88,FALSE,TRUE
2,1,1,1.58,7,89,FALSE,FALSE
2,1,1,1.36,7,89,FALSE,FALSE
2,1,1,1.36,7,89,FALSE,FALSE
2,1,1,1.36,7,89,FALSE,FALSE
1,1,1,0.44,7,99,TRUE,FALSE
2,1,1,0.88,7,99,TRUE,FALSE
2,1,1,0.88,7,99,TRUE,FALSE
4,1,1,1.76,7,99,TRUE,FALSE
1,1,1,0.65,7,101,FALSE,TRUE
1,1,1,0.65,7,101,FALSE,TRUE
2,1,1,1.3,7,101,FALSE,TRUE
2,1,1,1.3,7,101,FALSE,TRUE
1,1,1,0.65,7,101,FALSE,TRUE
1,1,1,0.65,7,103,FALSE,TRUE
1,1,1,1.09,9,14,FALSE,FALSE
3,1,1,2.67,11,9,FALSE,FALSE
2,1,1,1.78,11,9,FALSE,FALSE
2,1,1,1.78,11,9,FALSE,FALSE
1,1,1,0.89,11,10,FALSE,FALSE
3,1,1,2.67,11,10,FALSE,FALSE
2,1,1,1.78,11,11,FALSE,FALSE
1,1,1,0.99,11,14,FALSE,FALSE
2,1,1,2.3,11,17,FALSE,FALSE
1,1,1,1.19,11,20,FALSE,FALSE
1,1,1,1.89,11,57,FALSE,FALSE
2,1,1,2.78,11,69,FALSE,FALSE
2,1,1,2.78,11,71,FALSE,FALSE
2,1,1,1.58,11,88,FALSE,FALSE
1,1,1,0.67,11,89,FALSE,FALSE
2,1,1,1.58,11,93,FALSE,FALSE
3,1,1,0.99,11,99,FALSE,FALSE
1,1,1,1.09,12,5,FALSE,FALSE
1,1,1,1.09,12,5,FALSE,FALSE
1,1,1,1.09,12,9,FALSE,FALSE
1,1,1,1.09,12,9,FALSE,FALSE
1,1,1,1.09,12,9,FALSE,FALSE
1,1,1,1.09,12,9,FALSE,FALSE
2,1,1,2.18,12,10,FALSE,FALSE
1,1,1,1.09,12,10,FALSE,FALSE
1,1,1,1.09,12,11,FALSE,FALSE
1,1,1,1.09,12,11,FALSE,FALSE
2,1,1,2.18,12,11,FALSE,FALSE
1,1,1,1.09,12,14,FALSE,FALSE
2,1,1,2.18,12,14,FALSE,FALSE
1,1,1,1.09,12,14,FALSE,FALSE
1,1,1,1.09,12,14,FALSE,FALSE
1,1,1,1.09,12,15,FALSE,FALSE
1,1,1,1.39,12,69,FALSE,FALSE
1,1,1,1.39,12,69,FALSE,FALSE
2,1,1,2.78,12,69,FALSE,FALSE
2,1,1,2.78,12,69,FALSE,FALSE
2,1,1,2.78,12,69,FALSE,FALSE
1,1,1,0.79,12,77,FALSE,FALSE
2,1,1,1.58,12,79,FALSE,FALSE
1,1,1,0.79,12,81,FALSE,FALSE
1,1,1,0.79,12,81,FALSE,FALSE
1,1,1,0.89,12,84,FALSE,FALSE
2,1,1,1.78,12,85,FALSE,FALSE
2,1,1,1.78,12,85,FALSE,FALSE
2,1,1,1.18,12,87,FALSE,FALSE
2,1,1,1.18,12,87,FALSE,FALSE
2,1,1,1.18,12,87,FALSE,FALSE
2,1,1,1.58,12,89,FALSE,FALSE
1,1,1,0.79,12,89,FALSE,FALSE
1,1,1,0.79,12,89,FALSE,FALSE
1,1,1,0.79,12,89,FALSE,FALSE
6,1,1,4.74,12,89,FALSE,FALSE
2,1,1,1.58,12,89,FALSE,FALSE
2,1,1,1.58,12,89,FALSE,FALSE
1,1,1,0.79,12,89,FALSE,FALSE
2,1,1,0.98,12,99,FALSE,FALSE
3,1,1,1.47,12,99,FALSE,FALSE
2,1,1,0.98,12,99,FALSE,FALSE
2,1,1,0.98,12,99,FALSE,FALSE
4,1,1,1.96,12,99,FALSE,FALSE
1,1,1,0.79,12,100,FALSE,FALSE
3,1,1,2.37,12,100,FALSE,FALSE
2,1,1,1.78,12,101,FALSE,FALSE
1,1,1,0.83,13,6,FALSE,FALSE
1,1,1,0.93,13,9,FALSE,FALSE
1,1,1,0.93,13,9,FALSE,FALSE
1,1,1,0.93,13,10,FALSE,FALSE
1,1,1,0.93,13,11,FALSE,FALSE
2,1,1,1.86,13,11,FALSE,FALSE
2,1,1,1.86,13,11,FALSE,FALSE
2,1,1,1.86,13,11,FALSE,FALSE
2,1,1,1.86,13,13,FALSE,FALSE
1,1,1,0.93,13,17,FALSE,FALSE
1,1,1,0.93,13,20,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
1,1,1,0.5,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
1,1,1,0.5,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
6,1,1,3,13,42,FALSE,FALSE
4,1,1,2,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1,13,42,FALSE,FALSE
2,1,1,1.54,13,76,FALSE,FALSE
2,1,1,1.3,13,79,FALSE,FALSE
4,1,1,2.6,13,79,FALSE,FALSE
2,1,1,1.3,13,79,FALSE,FALSE
4,1,1,2.6,13,79,FALSE,FALSE
2,1,1,1.3,13,79,FALSE,FALSE
2,1,1,1.3,13,79,FALSE,FALSE
2,1,1,1.3,13,81,FALSE,FALSE
1,1,1,0.65,13,81,FALSE,FALSE
2,1,1,1.3,13,81,FALSE,FALSE
1,1,1,0.65,13,89,FALSE,FALSE
1,1,1,0.65,13,89,FALSE,FALSE
1,1,1,0.65,13,89,FALSE,FALSE
4,1,1,2.6,13,89,FALSE,FALSE
4,1,1,2.6,13,89,FALSE,FALSE
1,1,1,0.65,13,89,FALSE,FALSE
1,1,1,0.65,13,89,FALSE,FALSE
1,1,1,0.77,13,97,FALSE,FALSE
1,1,1,0.71,13,103,FALSE,FALSE
1,1,1,0.71,13,103,FALSE,FALSE
1,2,2,1.09,1,8,TRUE,FALSE
1,2,2,1.09,1,8,TRUE,FALSE
1,2,2,1.09,1,8,TRUE,FALSE
1,2,2,0.89,1,9,TRUE,FALSE
3,2,2,2.67,1,9,TRUE,FALSE
3,2,2,2.67,1,9,TRUE,FALSE
2,2,2,1.78,1,9,TRUE,FALSE
2,2,2,1.78,1,10,FALSE,FALSE
3,2,2,2.67,1,10,FALSE,FALSE
2,2,2,1.78,1,10,FALSE,FALSE
1,2,2,0.89,1,10,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
2,2,2,1.78,1,11,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
1,2,2,0.89,1,11,FALSE,FALSE
2,2,2,1.78,1,11,FALSE,FALSE
1,2,2,0.89,1,12,FALSE,FALSE
1,2,2,0.89,1,12,FALSE,FALSE
1,2,2,0.89,1,12,FALSE,FALSE
1,2,2,0.89,1,12,FALSE,FALSE
3,2,2,2.67,1,12,FALSE,FALSE
1,2,2,0.89,1,12,FALSE,FALSE
1,2,2,0.89,1,13,FALSE,FALSE
1,2,2,0.89,1,13,FALSE,FALSE
1,2,2,0.99,1,14,FALSE,FALSE
1,2,2,0.99,1,14,FALSE,FALSE
1,2,2,0.99,1,15,FALSE,FALSE
1,2,2,0.99,1,15,FALSE,FALSE
1,2,2,0.99,1,15,FALSE,FALSE
2,2,2,2.3,1,17,FALSE,FALSE
1,2,2,1.15,1,17,FALSE,FALSE
1,2,2,1.15,1,17,FALSE,FALSE
5,2,2,5.75,1,17,FALSE,FALSE
2,2,2,2.3,1,17,FALSE,FALSE
3,2,2,3.45,1,17,FALSE,FALSE
2,2,2,1.98,1,18,FALSE,FALSE
1,2,2,0.99,1,18,FALSE,FALSE
1,2,2,0.99,1,18,FALSE,FALSE
4,2,2,3.96,1,18,FALSE,FALSE
1,2,2,1.19,1,20,FALSE,FALSE
1,2,2,1.19,1,20,FALSE,FALSE
1,2,2,1.19,1,20,FALSE,FALSE
4,2,2,5.56,1,69,FALSE,FALSE
2,2,2,2.78,1,69,FALSE,FALSE
1,2,2,1.39,1,69,FALSE,FALSE
2,2,2,2.78,1,69,FALSE,FALSE
1,2,2,1.39,1,69,FALSE,FALSE
1,2,2,1.39,1,69,FALSE,FALSE
1,2,2,1.39,1,69,FALSE,FALSE
1,2,2,1.39,1,69,FALSE,FALSE
2,2,2,2.78,1,69,FALSE,FALSE
2,2,2,2.78,1,69,FALSE,FALSE
1,2,2,1.39,1,71,FALSE,FALSE
2,2,2,1,1,85,FALSE,FALSE
2,2,2,1,1,85,FALSE,FALSE
2,2,2,1,1,86,FALSE,FALSE
2,2,2,1,1,86,FALSE,FALSE
4,2,2,2,1,87,FALSE,FALSE
2,2,2,1.58,1,88,FALSE,FALSE
3,2,2,0.99,1,99,TRUE,FALSE
6,2,2,1.98,1,99,TRUE,FALSE
2,2,2,2.14,2,7,FALSE,FALSE
2,2,2,2.14,2,18,FALSE,FALSE
1,2,2,0.85,2,86,FALSE,FALSE
4,2,2,3.16,2,89,FALSE,FALSE
1,2,2,0.87,2,91,FALSE,FALSE
1,2,2,0.61,2,99,FALSE,FALSE
4,2,2,3.32,3,6,FALSE,FALSE
1,2,2,0.93,3,8,FALSE,FALSE
1,2,2,0.93,3,9,FALSE,FALSE
1,2,2,0.93,3,9,FALSE,FALSE
1,2,2,0.93,3,9,FALSE,FALSE
2,2,2,1.86,3,10,FALSE,FALSE
1,2,2,0.93,3,10,FALSE,FALSE
1,2,2,0.93,3,10,FALSE,FALSE
2,2,2,1.86,3,11,FALSE,FALSE
1,2,2,0.93,3,11,FALSE,FALSE
1,2,2,0.93,3,11,FALSE,FALSE
1,2,2,0.93,3,11,FALSE,FALSE
2,2,2,1.86,3,11,FALSE,FALSE
1,2,2,0.97,3,12,FALSE,FALSE
1,2,2,0.93,3,14,FALSE,FALSE
1,2,2,0.93,3,14,FALSE,FALSE
2,2,2,1.86,3,17,FALSE,FALSE
1,2,2,0.93,3,17,FALSE,FALSE
1,2,2,0.93,3,18,FALSE,FALSE
2,2,2,1.58,3,19,FALSE,FALSE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
1,2,2,0.5,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
2,2,2,1,3,42,FALSE,TRUE
1,2,2,0.77,3,76,FALSE,FALSE
1,2,2,0.77,3,76,FALSE,FALSE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
2,2,2,1.26,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
2,2,2,1.26,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
4,2,2,2.52,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,78,TRUE,TRUE
1,2,2,0.63,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
4,2,2,2.52,3,79,TRUE,FALSE
4,2,2,2.52,3,79,TRUE,FALSE
4,2,2,2.52,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
3,2,2,1.89,3,79,TRUE,FALSE
4,2,2,2.52,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
3,2,2,1.89,3,79,TRUE,FALSE
2,2,2,1.26,3,79,TRUE,FALSE
1,2,2,0.63,3,79,TRUE,FALSE
1,2,2,0.63,3,81,TRUE,TRUE
1,2,2,0.63,3,81,TRUE,TRUE
4,2,2,2.52,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
1,2,2,0.63,3,81,TRUE,TRUE
1,2,2,0.63,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
3,2,2,1.89,3,81,TRUE,TRUE
1,2,2,0.63,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
2,2,2,1.26,3,81,TRUE,TRUE
1,2,2,0.63,3,81,TRUE,TRUE
2,2,2,1.18,3,87,FALSE,FALSE
1,2,2,0.59,3,87,FALSE,FALSE
4,2,2,2.52,3,89,TRUE,FALSE
2,2,2,1.26,3,89,TRUE,FALSE
2,2,2,1.26,3,89,TRUE,FALSE
4,2,2,2.52,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
2,2,2,1.26,3,89,TRUE,FALSE
2,2,2,1.26,3,89,TRUE,FALSE
2,2,2,1.26,3,89,TRUE,FALSE
4,2,2,2.52,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
3,2,2,1.89,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,89,TRUE,FALSE
1,2,2,0.63,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
1,2,2,0.63,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
2,2,2,1.26,3,91,TRUE,TRUE
2,2,2,1.54,3,97,FALSE,FALSE
2,2,2,1.02,3,99,FALSE,FALSE
4,2,2,2.04,3,99,FALSE,FALSE
1,2,2,0.51,3,99,FALSE,FALSE
1,2,2,0.85,3,102,FALSE,FALSE
1,2,2,0.71,3,103,FALSE,FALSE
1,2,2,0.71,3,103,FALSE,FALSE
1,2,2,0.71,3,103,FALSE,FALSE
1,2,2,1.09,4,5,FALSE,FALSE
1,2,2,1.09,4,5,FALSE,FALSE
4,2,2,5.56,4,69,FALSE,FALSE
2,2,2,2.78,4,69,FALSE,FALSE
1,2,2,0.79,4,77,FALSE,FALSE
1,2,2,0.79,4,79,FALSE,FALSE
1,2,2,0.79,4,81,FALSE,FALSE
2,2,2,1.78,4,84,FALSE,FALSE
1,2,2,0.79,4,89,FALSE,FALSE
1,2,2,0.79,4,89,FALSE,FALSE
1,2,2,0.79,4,89,FALSE,FALSE
1,2,2,0.79,4,89,FALSE,FALSE
1,2,2,1.09,6,5,FALSE,FALSE
2,2,2,2.18,6,9,FALSE,FALSE
2,2,2,2.18,6,10,FALSE,FALSE
2,2,2,2.18,6,11,FALSE,FALSE
1,2,2,1.09,6,13,FALSE,FALSE
1,2,2,0.93,6,19,FALSE,FALSE
2,2,2,1.74,6,77,FALSE,FALSE
2,2,2,1.5,6,79,FALSE,FALSE
2,2,2,1.5,6,79,FALSE,FALSE
1,2,2,0.57,6,87,FALSE,FALSE
1,2,2,0.93,6,88,FALSE,FALSE
1,2,2,0.75,6,89,FALSE,FALSE
1,2,2,0.93,6,89,FALSE,FALSE
2,2,2,1,6,99,FALSE,FALSE
2,2,2,1,6,99,FALSE,FALSE
1,2,2,0.95,7,5,FALSE,FALSE
1,2,2,0.95,7,5,FALSE,FALSE
2,2,2,1.9,7,9,FALSE,FALSE
1,2,2,0.95,7,9,FALSE,FALSE
2,2,2,1.9,7,11,FALSE,FALSE
1,2,2,0.95,7,11,FALSE,FALSE
2,2,2,1.9,7,11,FALSE,FALSE
1,2,2,0.95,7,11,FALSE,FALSE
1,2,2,0.95,7,11,FALSE,FALSE
2,2,2,1.9,7,14,FALSE,FALSE
1,2,2,0.95,7,15,FALSE,FALSE
1,2,2,0.95,7,15,FALSE,FALSE
3,2,2,2.79,7,19,FALSE,FALSE
1,2,2,0.93,7,19,FALSE,FALSE
3,2,2,2.79,7,19,FALSE,FALSE
2,2,2,1.3,7,74,FALSE,FALSE
3,2,2,1.95,7,74,FALSE,FALSE
1,2,2,0.69,7,77,FALSE,FALSE
2,2,2,1.58,7,79,FALSE,FALSE
3,2,2,2.04,7,79,FALSE,FALSE
4,2,2,2.72,7,79,FALSE,FALSE
4,2,2,3.16,7,81,FALSE,FALSE
1,2,2,0.68,7,81,FALSE,FALSE
1,2,2,0.68,7,81,FALSE,FALSE
2,2,2,1.3,7,85,FALSE,TRUE
2,2,2,0.88,7,87,FALSE,FALSE
2,2,2,1.3,7,88,FALSE,TRUE
2,2,2,1.36,7,89,FALSE,FALSE
1,2,2,0.79,7,89,FALSE,FALSE
2,2,2,1.36,7,89,FALSE,FALSE
4,2,2,2.72,7,89,FALSE,FALSE
2,2,2,1.36,7,89,FALSE,FALSE
2,2,2,1.36,7,89,FALSE,FALSE
2,2,2,1.36,7,89,FALSE,FALSE
2,2,2,1.36,7,89,FALSE,FALSE
2,2,2,1.38,7,91,FALSE,FALSE
2,2,2,0.88,7,99,FALSE,FALSE
2,2,2,0.88,7,99,FALSE,FALSE
2,2,2,0.88,7,99,FALSE,FALSE
2,2,2,0.88,7,99,FALSE,FALSE
4,2,2,1.76,7,99,FALSE,FALSE
2,2,2,1.3,7,101,FALSE,FALSE
1,2,2,0.65,7,101,FALSE,FALSE
1,2,2,0.65,7,103,FALSE,TRUE
2,2,2,1.3,7,103,FALSE,TRUE
1,2,2,1.09,11,8,TRUE,FALSE
1,2,2,1.09,11,8,TRUE,FALSE
1,2,2,0.89,11,9,TRUE,FALSE
1,2,2,0.89,11,10,FALSE,FALSE
1,2,2,0.89,11,11,FALSE,FALSE
1,2,2,0.89,11,11,FALSE,FALSE
