date,dma,isTreatmentPeriod,isTreatmentGroup,revenue
4/22/2012,766,0,1,3941.2152
4/22/2012,767,0,1,11745.0216
4/22/2012,770,0,1,178001.1288
4/22/2012,771,0,1,27276.6888
4/22/2012,773,0,1,11260.6056
4/22/2012,789,0,1,94366.9656
4/22/2012,790,0,1,127349.2584
4/22/2012,798,0,1,1070.9496
4/22/2012,800,0,1,41221.8504
4/22/2012,801,0,0,35697.672
4/22/2012,802,0,0,14580.6984
4/22/2012,803,0,1,1513165.68
4/22/2012,804,0,1,37661.796
4/22/2012,807,0,1,685455.0624
4/22/2012,810,0,1,38483.4456
4/22/2012,811,0,0,48950.3016
4/22/2012,813,0,0,31039.7904
4/22/2012,819,0,1,407337.1704
4/22/2012,820,0,1,213289.3872
4/22/2012,821,0,1,12516.7464
4/22/2012,825,0,1,293951.0232
4/22/2012,828,0,1,50564.34
4/22/2012,839,0,1,141247.9512
4/22/2012,855,0,1,59189.436
4/22/2012,862,0,1,274756.5216
4/22/2012,866,0,0,99755.964
4/22/2012,868,0,1,34123.212
4/22/2012,881,0,1,68738.3064
4/23/2012,500,0,0,92289.7584
4/23/2012,501,0,1,2450003.616
4/23/2012,502,0,1,34638.48
4/23/2012,503,0,1,42198.0624
4/23/2012,504,0,1,736982.136
4/23/2012,505,0,0,420759.864
4/23/2012,506,0,1,647274.0456
4/23/2012,507,0,1,74325.384
4/23/2012,508,0,1,250551.8352
4/23/2012,509,0,1,64143.0864
4/23/2012,510,0,1,338763.2688
4/23/2012,511,0,0,726015.744
4/23/2012,512,0,1,287093.4624
4/23/2012,513,0,0,94907.0664
4/23/2012,514,0,1,169101.9288
4/23/2012,515,0,1,178168.068
4/23/2012,516,0,1,39522.6936
4/23/2012,517,0,0,249736.2696
4/23/2012,518,0,1,145613.3472
4/23/2012,519,0,1,69549.1272
4/23/2012,520,0,1,45886.5144
4/23/2012,521,0,0,145107.3816
4/23/2012,522,0,1,44296.4088
4/23/2012,523,0,1,86223.2544
4/23/2012,524,0,1,528407.4096
4/23/2012,525,0,0,25497.7776
4/23/2012,526,0,1,32404.4928
4/23/2012,527,0,1,224248.5936
4/23/2012,528,0,0,945863.208
4/23/2012,529,0,1,128970.3312
4/23/2012,530,0,1,51272.6184
4/23/2012,531,0,1,87979.824
4/23/2012,532,0,1,138973.9104
4/23/2012,533,0,1,267054.9696
4/23/2012,534,0,0,386771.6808
4/23/2012,535,0,1,195900.1632
4/23/2012,536,0,0,57032.3304
4/23/2012,537,0,1,28333.2312
4/23/2012,538,0,1,100985.3352
4/23/2012,539,0,1,458507.1888
4/23/2012,540,0,1,53095.14
4/23/2012,541,0,1,97581.456
4/23/2012,542,0,0,106506.8136
4/23/2012,543,0,1,67603.9464
4/23/2012,544,0,0,146906.136
4/23/2012,545,0,0,53697.0816
4/23/2012,546,0,0,72253.8144
4/23/2012,547,0,0,95674.428
4/23/2012,548,0,0,212204.1312
4/23/2012,549,0,1,29792.0592
4/23/2012,550,0,0,38565.18
4/23/2012,551,0,1,59792.544
4/23/2012,552,0,1,10445.0832
4/23/2012,553,0,1,19996.4736
4/23/2012,554,0,1,39395.16
4/23/2012,555,0,1,125270.8128
4/23/2012,556,0,0,136329.264
4/23/2012,557,0,0,116114.5368
4/23/2012,558,0,1,7767.3456
4/23/2012,559,0,1,31921.4592
4/23/2012,560,0,1,225204.5736
4/23/2012,561,0,0,141760.5048
4/23/2012,563,0,0,174179.6208
4/23/2012,564,0,1,115218.9864
4/23/2012,565,0,0,22417.6104
4/23/2012,566,0,0,193861.944
4/23/2012,567,0,1,166860.8136
4/23/2012,569,0,1,17541.5616
4/23/2012,570,0,1,61921.7928
4/23/2012,571,0,1,97160.4936
4/23/2012,573,0,1,95062.6728
4/23/2012,574,0,1,71207.8992
4/23/2012,575,0,1,74111.5728
4/23/2012,576,0,0,45347.7672
4/23/2012,577,0,0,160949.6352
4/23/2012,581,0,0,38317.9608
4/23/2012,582,0,1,14603.8176
4/23/2012,583,0,1,3715.9704
4/23/2012,584,0,1,14711.112
4/23/2012,588,0,1,88349.976
4/23/2012,592,0,1,24861.3624
4/23/2012,596,0,0,6287.2128
4/23/2012,597,0,1,15776.7408
4/23/2012,598,0,1,25925.3928
4/23/2012,600,0,1,40479.4224
4/23/2012,602,0,1,879659.208
4/23/2012,603,0,1,29794.8456
4/23/2012,604,0,1,41327.3448
4/23/2012,605,0,1,40261.1256
4/23/2012,606,0,0,14922.0432
4/23/2012,609,0,0,236348.4888
4/23/2012,610,0,1,48483.9936
4/23/2012,611,0,0,27881.1
4/23/2012,612,0,1,67309.056
4/23/2012,613,0,0,377268.7608
4/23/2012,616,0,1,197229.312
4/23/2012,617,0,0,167251.6368
4/23/2012,618,0,1,566606.0808
4/23/2012,619,0,1,101739.6792
4/23/2012,622,0,0,147351.1752
4/23/2012,623,0,1,601452.0216
4/23/2012,624,0,0,28498.7088
4/23/2012,625,0,1,70096.2408
4/23/2012,626,0,1,7424.4528
4/23/2012,627,0,0,32085.1152
4/23/2012,628,0,1,37092.0816
4/23/2012,630,0,1,137367.072
4/23/2012,631,0,1,9775.7064
4/23/2012,632,0,1,83438.3088
4/23/2012,633,0,1,47971.0224
4/23/2012,634,0,1,44958.456
4/23/2012,635,0,0,222914.2248
4/23/2012,636,0,1,99509.9616
4/23/2012,637,0,1,72617.4216
4/23/2012,638,0,1,20509.0416
4/23/2012,639,0,1,12718.7424
4/23/2012,640,0,1,135821.0304
4/23/2012,641,0,1,193782.1608
4/23/2012,642,0,1,50694.1488
4/23/2012,643,0,1,20546.784
4/23/2012,644,0,0,19492.9704
4/23/2012,647,0,1,13524.7464
4/23/2012,648,0,1,86461.7472
4/23/2012,649,0,1,55830.9816
4/23/2012,650,0,1,156923.2296
4/23/2012,651,0,1,30704.832
4/23/2012,652,0,1,84064.3272
4/23/2012,656,0,0,27503.2872
4/23/2012,657,0,1,27133.884
4/23/2012,658,0,1,96652.5624
4/23/2012,659,0,1,245535.9408
4/23/2012,661,0,1,10159.308
4/23/2012,662,0,1,21577.9896
4/23/2012,669,0,1,89934.8472
4/23/2012,670,0,1,62171.3448
4/23/2012,671,0,0,100278.7272
4/23/2012,673,0,0,32952.78
4/23/2012,675,0,1,57025.1592
4/23/2012,676,0,0,41087.8872
4/23/2012,678,0,0,127868.6736
4/23/2012,679,0,0,78350.9904
4/23/2012,682,0,1,71753.2848
4/23/2012,686,0,0,108943.6608
4/23/2012,687,0,0,51643.6488
4/23/2012,691,0,0,90639.5976
4/23/2012,692,0,0,35369.4456
4/23/2012,693,0,0,105017.4288
4/23/2012,698,0,1,43741.548
4/23/2012,702,0,1,53549.8992
4/23/2012,705,0,0,35335.0872
4/23/2012,709,0,1,52198.5096
4/23/2012,710,0,0,20918.772
4/23/2012,711,0,0,9444.3624
4/23/2012,716,0,1,75515.3136
4/23/2012,717,0,1,24999.516
4/23/2012,718,0,1,52790.8464
4/23/2012,722,0,1,66884.9184
4/23/2012,724,0,1,63914.1768
4/23/2012,725,0,1,56841.5304
4/23/2012,734,0,0,20263.7664
4/23/2012,736,0,1,22673.2824
4/23/2012,737,0,0,12563.7336
4/23/2012,740,0,1,3336.0984
4/23/2012,743,0,0,47799.8568
4/23/2012,744,0,0,127071.1008
4/23/2012,745,0,0,10264.2624
4/23/2012,746,0,1,26729.676
4/23/2012,747,0,0,10227.2976
4/23/2012,749,0,0,46087.6176
4/23/2012,751,0,0,358649.4528
4/23/2012,752,0,1,89141.58
4/23/2012,753,0,1,370845.8568
4/23/2012,754,0,1,16181.532
4/23/2012,755,0,0,12435.4512
4/23/2012,756,0,1,26715.1824
4/23/2012,757,0,0,53017.1784
4/23/2012,758,0,0,30006.0072
4/23/2012,759,0,0,10755.324
4/23/2012,760,0,1,15696.9864
4/23/2012,762,0,1,24952.3776
4/23/2012,764,0,1,21802.536
4/23/2012,765,0,1,93208.8096
4/23/2012,766,0,1,5152.68
4/23/2012,767,0,1,13249.5768
4/23/2012,770,0,1,250222.9824
4/23/2012,771,0,1,51416.1936
4/23/2012,773,0,1,16340.832
4/23/2012,789,0,1,102928.3344
4/23/2012,790,0,1,131085.0216
4/23/2012,798,0,1,1012.1472
4/23/2012,800,0,1,50762.2392
4/23/2012,801,0,0,53787.1464
4/23/2012,802,0,0,15193.9152
4/23/2012,803,0,1,1961169.912
4/23/2012,804,0,1,31285.7064
4/23/2012,807,0,1,840252.312
4/23/2012,810,0,1,57178.8144
4/23/2012,811,0,0,53793.4752
4/23/2012,813,0,0,32519.6928
4/23/2012,819,0,1,481181.364
4/23/2012,820,0,1,272132.4672
4/23/2012,821,0,1,16803.4248
4/23/2012,825,0,1,351861.9264
4/23/2012,828,0,1,71257.6296
4/23/2012,839,0,1,166788.4176
4/23/2012,855,0,1,67742.2512
4/23/2012,862,0,1,317810.7864
4/23/2012,866,0,0,120460.2984
4/23/2012,868,0,1,39866.4216
4/23/2012,881,0,1,99729.5472
4/24/2012,500,0,0,77661.8496
4/24/2012,501,0,1,2385516.168
4/24/2012,502,0,1,35666.7912
4/24/2012,503,0,1,34570.872
4/24/2012,504,0,1,731670.84
4/24/2012,505,0,0,404107.7616
4/24/2012,506,0,1,606706.8624
4/24/2012,507,0,1,67148.7984
4/24/2012,508,0,1,241876.0656
4/24/2012,509,0,1,64040.5584
4/24/2012,510,0,1,331615.7064
4/24/2012,511,0,0,693067.6296
4/24/2012,512,0,1,253271.1528
4/24/2012,513,0,0,88010.3448
4/24/2012,514,0,1,173249.064
4/24/2012,515,0,1,169836.1416
4/24/2012,516,0,1,39741.588
4/24/2012,517,0,0,232695.8064
4/24/2012,518,0,1,125421.408
4/24/2012,519,0,1,62404.2864
4/24/2012,520,0,1,40793.4576
4/24/2012,521,0,0,137585.7648
4/24/2012,522,0,1,34868.0952
4/24/2012,523,0,1,88152.2064
4/24/2012,524,0,1,523916.1864
4/24/2012,525,0,0,17455.2336
4/24/2012,526,0,1,26023.428
4/24/2012,527,0,1,204325.1712
4/24/2012,528,0,0,935200.872
4/24/2012,529,0,1,135198.1584
4/24/2012,530,0,1,49778.4456
4/24/2012,531,0,1,62032.0392
4/24/2012,532,0,1,124933.0752
4/24/2012,533,0,1,234705.6504
4/24/2012,534,0,0,367651.4688
4/24/2012,535,0,1,192137.7024
4/24/2012,536,0,0,53516.7864
4/24/2012,537,0,1,29260.7208
4/24/2012,538,0,1,93267.1368
4/24/2012,539,0,1,443786.4864
4/24/2012,540,0,1,45209.2248
4/24/2012,541,0,1,93155.0184
4/24/2012,542,0,0,107025.7104
4/24/2012,543,0,1,59113.9296
4/24/2012,544,0,0,136610.6256
4/24/2012,545,0,0,45388.4328
4/24/2012,546,0,0,69476.6232
4/24/2012,547,0,0,87609.924
4/24/2012,548,0,0,191477.4984
4/24/2012,549,0,1,24167.6856
4/24/2012,550,0,0,48638.4984
4/24/2012,551,0,1,53036.3088
4/24/2012,552,0,1,6040.332
4/24/2012,553,0,1,21533.7528
4/24/2012,554,0,1,27185.2848
4/24/2012,555,0,1,83698.7472
4/24/2012,556,0,0,117470.4696
4/24/2012,557,0,0,111807.2808
4/24/2012,558,0,1,5749.452
4/24/2012,559,0,1,23655.4632
4/24/2012,560,0,1,193879.5336
4/24/2012,561,0,0,133730.3016
4/24/2012,563,0,0,153914.6232
4/24/2012,564,0,1,105531.7176
4/24/2012,565,0,0,36304.6824
4/24/2012,566,0,0,145455.3936
4/24/2012,567,0,1,165161.736
4/24/2012,569,0,1,16844.9184
4/24/2012,570,0,1,49818.3408
4/24/2012,571,0,1,112005.6624
4/24/2012,573,0,1,73769.148
4/24/2012,574,0,1,60709.068
4/24/2012,575,0,1,74333.3976
4/24/2012,576,0,0,33387.2064
4/24/2012,577,0,0,163839.672
4/24/2012,581,0,0,36838.548
4/24/2012,582,0,1,16101.8424
4/24/2012,583,0,1,4695.048
4/24/2012,584,0,1,12460.032
4/24/2012,588,0,1,94834.2816
4/24/2012,592,0,1,32589.1944
4/24/2012,596,0,0,4945.2912
4/24/2012,597,0,1,13785.5808
4/24/2012,598,0,1,29886.7752
4/24/2012,600,0,1,44653.0608
4/24/2012,602,0,1,920759.832
4/24/2012,603,0,1,29025.8352
4/24/2012,604,0,1,31279.2696
4/24/2012,605,0,1,36657.5976
4/24/2012,606,0,0,15934.7232
4/24/2012,609,0,0,222459.3864
4/24/2012,610,0,1,39392.9784
4/24/2012,611,0,0,31099.3344
4/24/2012,612,0,1,63729.8496
4/24/2012,613,0,0,353629.5336
4/24/2012,616,0,1,191188.6128
4/24/2012,617,0,0,174799.5264
4/24/2012,618,0,1,547996.3128
4/24/2012,619,0,1,85981.6368
4/24/2012,622,0,0,141490.4472
4/24/2012,623,0,1,551863.692
4/24/2012,624,0,0,31963.1184
4/24/2012,625,0,1,67236.8472
4/24/2012,626,0,1,4631.7168
4/24/2012,627,0,0,28995.6168
4/24/2012,628,0,1,28807.1496
4/24/2012,630,0,1,126723.4344
4/24/2012,631,0,1,8417.6928
4/24/2012,632,0,1,73805.1912
4/24/2012,633,0,1,46682.9208
4/24/2012,634,0,1,39479.9112
4/24/2012,635,0,0,184064.1264
4/24/2012,636,0,1,100100.0592
4/24/2012,637,0,1,71738.4744
4/24/2012,638,0,1,12138.7032
4/24/2012,639,0,1,26456.2272
4/24/2012,640,0,1,126018.3384
4/24/2012,641,0,1,165981.9816
4/24/2012,642,0,1,52172.82
4/24/2012,643,0,1,23202.5112
4/24/2012,644,0,0,19356.5808
4/24/2012,647,0,1,11922.4872
4/24/2012,648,0,1,70313.688
4/24/2012,649,0,1,60011.496
4/24/2012,650,0,1,158695.0776
4/24/2012,651,0,1,29675.664
4/24/2012,652,0,1,78338.2104
4/24/2012,656,0,0,34408.26
4/24/2012,657,0,1,26441.2728
4/24/2012,658,0,1,81964.512
4/24/2012,659,0,1,258083.9856
4/24/2012,661,0,1,9284.7744
4/24/2012,662,0,1,19389.384
4/24/2012,669,0,1,79469.3736
4/24/2012,670,0,1,71615.2896
4/24/2012,671,0,0,109407.6144
4/24/2012,673,0,0,31071.3624
4/24/2012,675,0,1,54384.5664
4/24/2012,676,0,0,39832.4952
4/24/2012,678,0,0,110354.5584
4/24/2012,679,0,0,75146.3496
4/24/2012,682,0,1,63809.0064
4/24/2012,686,0,0,112280.2776
4/24/2012,687,0,0,47624.5152
4/24/2012,691,0,0,79409.8296
4/24/2012,692,0,0,36950.004
4/24/2012,693,0,0,104261.8104
4/24/2012,698,0,1,41924.2536
4/24/2012,702,0,1,34770.42
4/24/2012,705,0,0,36939.9096
4/24/2012,709,0,1,55822.9824
4/24/2012,710,0,0,16939.008
4/24/2012,711,0,0,9761.8824
4/24/2012,716,0,1,67766.7384
4/24/2012,717,0,1,25058.3544
4/24/2012,718,0,1,60297.048
4/24/2012,722,0,1,56143.944
4/24/2012,724,0,1,51412.3272
4/24/2012,725,0,1,51757.416
4/24/2012,734,0,0,19064.556
4/24/2012,736,0,1,18665.3808
4/24/2012,737,0,0,9974.6856
4/24/2012,740,0,1,1826.9856
4/24/2012,743,0,0,37446.12
4/24/2012,744,0,0,146162.7288
4/24/2012,745,0,0,9605.556
4/24/2012,746,0,1,24045.84
4/24/2012,747,0,0,7601.508
4/24/2012,749,0,0,39825.648
4/24/2012,751,0,0,327039.264
4/24/2012,752,0,1,69713.0496
4/24/2012,753,0,1,368106.768
4/24/2012,754,0,1,19334.7288
4/24/2012,755,0,0,14744.2176
4/24/2012,756,0,1,27145.4976
4/24/2012,757,0,0,56034.8352
4/24/2012,758,0,0,27437.148
4/24/2012,759,0,0,11322
4/24/2012,760,0,1,20869.1568
4/24/2012,762,0,1,24121.224
4/24/2012,764,0,1,23512.86
4/24/2012,765,0,1,91443.7584
4/24/2012,766,0,1,4549.0464
4/24/2012,767,0,1,11681.6328
4/24/2012,770,0,1,235026.4896
4/24/2012,771,0,1,36436.7232
4/24/2012,773,0,1,12461.4792
4/24/2012,789,0,1,94727.2608
4/24/2012,790,0,1,152735.8896
4/24/2012,798,0,1,1920.0888
4/24/2012,800,0,1,55916.2872
4/24/2012,801,0,0,57921.9048
4/24/2012,802,0,0,17616.852
4/24/2012,803,0,1,1820566.584
4/24/2012,804,0,1,42780.744
4/24/2012,807,0,1,841028.472
4/24/2012,810,0,1,49702.6008
4/24/2012,811,0,0,58984.8696
4/24/2012,813,0,0,32921.0136
4/24/2012,819,0,1,465971.2344
4/24/2012,820,0,1,278028.2952
4/24/2012,821,0,1,19627.1784
4/24/2012,825,0,1,335684.4048
4/24/2012,828,0,1,76410.36
4/24/2012,839,0,1,162814.0248
4/24/2012,855,0,1,74260.296
4/24/2012,862,0,1,302845.5288
4/24/2012,866,0,0,104180.4936
4/24/2012,868,0,1,39822.9264
4/24/2012,881,0,1,93001.2408
4/25/2012,500,0,0,80625.9816
4/25/2012,501,0,1,2279244.384
4/25/2012,502,0,1,38544.4944
4/25/2012,503,0,1,40701.6936
4/25/2012,504,0,1,670306.104
4/25/2012,505,0,0,392395.068
4/25/2012,506,0,1,618398.1288
4/25/2012,507,0,1,62209.8576
4/25/2012,508,0,1,265032.9216
4/25/2012,509,0,1,64486.9872
4/25/2012,510,0,1,323559.7128
4/25/2012,511,0,0,650805.5664
4/25/2012,512,0,1,252074.6568
4/25/2012,513,0,0,85509.3744
4/25/2012,514,0,1,151924.2552
4/25/2012,515,0,1,166376.1312
4/25/2012,516,0,1,38195.5392
4/25/2012,517,0,0,231500.268
4/25/2012,518,0,1,130797.2592
4/25/2012,519,0,1,62329.4208
4/25/2012,520,0,1,47905.3656
4/25/2012,521,0,0,135044.7624
4/25/2012,522,0,1,37151.0496
4/25/2012,523,0,1,80470.2312
4/25/2012,524,0,1,509605.6032
4/25/2012,525,0,0,29558.4264
4/25/2012,526,0,1,24531.6456
4/25/2012,527,0,1,211190.6088
4/25/2012,528,0,0,890292.816
4/25/2012,529,0,1,126770.9904
4/25/2012,530,0,1,41467.6008
4/25/2012,531,0,1,59464.4472
4/25/2012,532,0,1,131024.3472
4/25/2012,533,0,1,238734.828
4/25/2012,534,0,0,364956.84
4/25/2012,535,0,1,170178.5016
4/25/2012,536,0,0,47976.9984
4/25/2012,537,0,1,29527.0416
4/25/2012,538,0,1,91317.3264
4/25/2012,539,0,1,405574.6248
4/25/2012,540,0,1,51039.7128
4/25/2012,541,0,1,100800.1152
4/25/2012,542,0,0,99115.7184
4/25/2012,543,0,1,50179.0536
4/25/2012,544,0,0,142338.9528
4/25/2012,545,0,0,48691.6416
4/25/2012,546,0,0,57991.3848
4/25/2012,547,0,0,107979.0048
4/25/2012,548,0,0,216480.7152
4/25/2012,549,0,1,18291.5928
4/25/2012,550,0,0,45628.3872
4/25/2012,551,0,1,55071.8208
4/25/2012,552,0,1,10443.2976
4/25/2012,553,0,1,20895.1632
4/25/2012,554,0,1,28870.0776
4/25/2012,555,0,1,106934.2128
4/25/2012,556,0,0,113976.18
4/25/2012,557,0,0,106576.5528
4/25/2012,558,0,1,7815.744
4/25/2012,559,0,1,30217.1544
4/25/2012,560,0,1,213637.572
4/25/2012,561,0,0,143252.5752
4/25/2012,563,0,0,144353.9376
4/25/2012,564,0,1,98610.5808
4/25/2012,565,0,0,19284.2208
4/25/2012,566,0,0,152898.3648
4/25/2012,567,0,1,150125.5224
4/25/2012,569,0,1,12083.292
4/25/2012,570,0,1,56413.8504
4/25/2012,571,0,1,97096.6656
4/25/2012,573,0,1,75928.392
4/25/2012,574,0,1,71210.2896
4/25/2012,575,0,1,71737.7328
4/25/2012,576,0,0,27475.8696
4/25/2012,577,0,0,128735.3376
4/25/2012,581,0,0,32592.6936
4/25/2012,582,0,1,18069.6096
4/25/2012,583,0,1,3475.0152
4/25/2012,584,0,1,16153.452
4/25/2012,588,0,1,89709.6672
4/25/2012,592,0,1,25229.6712
4/25/2012,596,0,0,6380.6544
4/25/2012,597,0,1,12416.4216
4/25/2012,598,0,1,20035.5048
4/25/2012,600,0,1,38560.4136
4/25/2012,602,0,1,872133.984
4/25/2012,603,0,1,31114.9152
4/25/2012,604,0,1,28106.7912
4/25/2012,605,0,1,34079.0832
4/25/2012,606,0,0,20606.3496
4/25/2012,609,0,0,229925.2248
4/25/2012,610,0,1,40236.948
4/25/2012,611,0,0,31059.612
4/25/2012,612,0,1,65897.136
4/25/2012,613,0,0,378235.5264
4/25/2012,616,0,1,188266.716
4/25/2012,617,0,0,188434.6704
4/25/2012,618,0,1,542318.5872
4/25/2012,619,0,1,84446.7552
4/25/2012,622,0,0,127480.032
4/25/2012,623,0,1,554805.828
4/25/2012,624,0,0,34315.0992
4/25/2012,625,0,1,69019.7544
4/25/2012,626,0,1,7365.672
4/25/2012,627,0,0,30248.5896
4/25/2012,628,0,1,28975.176
4/25/2012,630,0,1,123247.9728
4/25/2012,631,0,1,10831.2984
4/25/2012,632,0,1,80546.5656
4/25/2012,633,0,1,46285.9848
4/25/2012,634,0,1,47954.1024
4/25/2012,635,0,0,218585.0664
4/25/2012,636,0,1,104487.2424
4/25/2012,637,0,1,64801.9728
4/25/2012,638,0,1,8994.2904
4/25/2012,639,0,1,11997.5472
4/25/2012,640,0,1,120167.1
4/25/2012,641,0,1,185811.4512
4/25/2012,642,0,1,48936.744
4/25/2012,643,0,1,25030.4256
4/25/2012,644,0,0,13087.0008
4/25/2012,647,0,1,27470.6712
4/25/2012,648,0,1,81535.0824
4/25/2012,649,0,1,49137.4656
4/25/2012,650,0,1,148713.2928
4/25/2012,651,0,1,28003.1328
4/25/2012,652,0,1,72722.0304
4/25/2012,656,0,0,39785.5152
4/25/2012,657,0,1,31354.2072
4/25/2012,658,0,1,88477.9776
4/25/2012,659,0,1,201238.1496
4/25/2012,661,0,1,12637.44
4/25/2012,662,0,1,19868.22
4/25/2012,669,0,1,71210.9736
4/25/2012,670,0,1,53754.4512
4/25/2012,671,0,0,100940.58
4/25/2012,673,0,0,30044.7
4/25/2012,675,0,1,52856.0784
4/25/2012,676,0,0,38602.7784
4/25/2012,678,0,0,104719.176
4/25/2012,679,0,0,91496.1024
4/25/2012,682,0,1,59949.1728
4/25/2012,686,0,0,109079.4096
4/25/2012,687,0,0,46521.432
4/25/2012,691,0,0,94353.264
4/25/2012,692,0,0,34834.1328
4/25/2012,693,0,0,105976.8936
4/25/2012,698,0,1,39383.7408
4/25/2012,702,0,1,39653.676
4/25/2012,705,0,0,36203.3496
4/25/2012,709,0,1,52001.4456
4/25/2012,710,0,0,15930.5832
4/25/2012,711,0,0,8292.6072
4/25/2012,716,0,1,70706.7576
4/25/2012,717,0,1,26742.204
4/25/2012,718,0,1,53049.6288
4/25/2012,722,0,1,55941.84
4/25/2012,724,0,1,51953.7168
4/25/2012,725,0,1,47169.396
4/25/2012,734,0,0,22651.2864
4/25/2012,736,0,1,24658.0992
4/25/2012,737,0,0,11952.8856
4/25/2012,740,0,1,2433.9528
4/25/2012,743,0,0,44090.784
4/25/2012,744,0,0,132173.676
4/25/2012,745,0,0,12269.52
4/25/2012,746,0,1,22539.5928
4/25/2012,747,0,0,6822.3672
4/25/2012,749,0,0,34383.1824
4/25/2012,751,0,0,346817.4192
4/25/2012,752,0,1,64056.6864
4/25/2012,753,0,1,340794.6696
4/25/2012,754,0,1,15981.0264
4/25/2012,755,0,0,14940.324
4/25/2012,756,0,1,28722.348
4/25/2012,757,0,0,47888.2512
4/25/2012,758,0,0,35247.7872
4/25/2012,759,0,0,10936.944
4/25/2012,760,0,1,11527.5456
4/25/2012,762,0,1,29777.1768
4/25/2012,764,0,1,24502.2192
4/25/2012,765,0,1,79713.3744
4/25/2012,766,0,1,4490.6976
4/25/2012,767,0,1,10721.988
4/25/2012,770,0,1,243365.2056
4/25/2012,771,0,1,40384.3464
4/25/2012,773,0,1,17359.9776
4/25/2012,789,0,1,103142.4408
4/25/2012,790,0,1,130388.1624
4/25/2012,798,0,1,1008.3456
4/25/2012,800,0,1,40659.2352
4/25/2012,801,0,0,45629.4672
4/25/2012,802,0,0,16749.144
4/25/2012,803,0,1,1945097.64
4/25/2012,804,0,1,31117.0968
4/25/2012,807,0,1,878507.136
4/25/2012,810,0,1,44706.3048
4/25/2012,811,0,0,65987.9568
4/25/2012,813,0,0,38362.1256
4/25/2012,819,0,1,529268.7312
4/25/2012,820,0,1,272968.3584
4/25/2012,821,0,1,19790.856
4/25/2012,825,0,1,365528.7504
4/25/2012,828,0,1,71211.5712
4/25/2012,839,0,1,173663.3088
4/25/2012,855,0,1,70533.7848
4/25/2012,862,0,1,318233.268
4/25/2012,866,0,0,114612.0768
4/25/2012,868,0,1,49674.7872
4/25/2012,881,0,1,86304.7152
4/26/2012,500,0,0,83480.6232
4/26/2012,501,0,1,2360711.664
4/26/2012,502,0,1,34198.452
4/26/2012,503,0,1,38185.1136
4/26/2012,504,0,1,739842.912
4/26/2012,505,0,0,371385.1008
4/26/2012,506,0,1,607852.2384
4/26/2012,507,0,1,51147.0576
4/26/2012,508,0,1,257179.3128
4/26/2012,509,0,1,60373.5552
4/26/2012,510,0,1,315152.928
4/26/2012,511,0,0,656211.7728
4/26/2012,512,0,1,255794.544
4/26/2012,513,0,0,85324.284
4/26/2012,514,0,1,181551.924
4/26/2012,515,0,1,163662.8976
4/26/2012,516,0,1,32317.0848
4/26/2012,517,0,0,237558.9888
4/26/2012,518,0,1,138039.7032
4/26/2012,519,0,1,55939.356
4/26/2012,520,0,1,46263.6648
4/26/2012,521,0,0,141988.1976
4/26/2012,522,0,1,31293.9504
4/26/2012,523,0,1,90601.3944
4/26/2012,524,0,1,478821.6
4/26/2012,525,0,0,18470.844
4/26/2012,526,0,1,27699.912
4/26/2012,527,0,1,223328.6136
4/26/2012,528,0,0,901086.696
4/26/2012,529,0,1,134537.2416
4/26/2012,530,0,1,43491.42
4/26/2012,531,0,1,63674.9568
4/26/2012,532,0,1,126568.188
4/26/2012,533,0,1,220507.5024
4/26/2012,534,0,0,361788.048
4/26/2012,535,0,1,179675.676
4/26/2012,536,0,0,52503.6528
4/26/2012,537,0,1,24553.044
4/26/2012,538,0,1,99329.6448
4/26/2012,539,0,1,426654.2304
4/26/2012,540,0,1,58301.3592
4/26/2012,541,0,1,90990.468
4/26/2012,542,0,0,113508.8424
4/26/2012,543,0,1,73908.8424
4/26/2012,544,0,0,140524.4232
4/26/2012,545,0,0,46969.8624
4/26/2012,546,0,0,66349.7064
4/26/2012,547,0,0,86749.452
4/26/2012,548,0,0,231779.6784
4/26/2012,549,0,1,26633.952
4/26/2012,550,0,0,39251.484
4/26/2012,551,0,1,54523.4832
4/26/2012,552,0,1,9027.0576
4/26/2012,553,0,1,23293.1376
4/26/2012,554,0,1,32104.5552
4/26/2012,555,0,1,86418.8712
4/26/2012,556,0,0,119251.5336
4/26/2012,557,0,0,115449.336
4/26/2012,558,0,1,7596.8424
4/26/2012,559,0,1,34976.9448
4/26/2012,560,0,1,220744.4616
4/26/2012,561,0,0,134881.992
4/26/2012,563,0,0,145698.7824
4/26/2012,564,0,1,113815.0728
4/26/2012,565,0,0,37008.8496
4/26/2012,566,0,0,159117.4584
4/26/2012,567,0,1,166592.6856
4/26/2012,569,0,1,12681.8496
4/26/2012,570,0,1,47853.0432
4/26/2012,571,0,1,96006.456
4/26/2012,573,0,1,80967.3408
4/26/2012,574,0,1,62473.9608
4/26/2012,575,0,1,77687.6976
4/26/2012,576,0,0,30323.772
4/26/2012,577,0,0,144980.5896
4/26/2012,581,0,0,41585.1408
4/26/2012,582,0,1,16654.7088
4/26/2012,583,0,1,2931.5808
4/26/2012,584,0,1,14756.652
4/26/2012,588,0,1,82421.8776
4/26/2012,592,0,1,26786.2824
4/26/2012,596,0,0,5639.94
4/26/2012,597,0,1,18170.5392
4/26/2012,598,0,1,24706.692
4/26/2012,600,0,1,33825.348
4/26/2012,602,0,1,815877.792
